GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
GK5	HsaALTA0003657-2/2	18	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GK5	HsaALTA0003658-1/2	0	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
GK5	HsaALTA0003658-2/2	291	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
FAM18B2	HsaALTA0003148-1/2	0	0.00	Fail	100.00	Fail	0.00	Fail	NA	Fail
FAM18B2	HsaALTA0003148-2/2	3	100.00	Fail	0.00	Fail	100.00	Fail	NA	Fail
MRPS22	HsaALTA0005355-1/2	0	4.28	Pass	0.00	Pass	0.83	Pass	0.00	Pass
MRPS22	HsaALTA0005355-2/2	54	95.72	Pass	100.00	Pass	99.17	Pass	100.00	Pass
MRPS22	HsaALTA0005356-1/2	0	5.13	Pass	21.43	Fail	15.68	Pass	18.26	Pass
MRPS22	HsaALTA0005356-2/2	3	94.87	Pass	78.57	Fail	84.32	Pass	81.74	Pass
PACS1	HsaALTA0006027-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
PACS1	HsaALTA0006027-2/2	5	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
PSMD2	HsaALTA0006776-1/4	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PSMD2	HsaALTA0006776-2/4	11	98.44	Pass	100.00	Pass	98.02	Pass	99.58	Pass
PSMD2	HsaALTA0006776-3/4	64	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PSMD2	HsaALTA0006776-4/4	87	1.56	Pass	0.00	Pass	1.98	Pass	0.42	Pass
PARL	HsaALTA0006072-1/2	0	4.72	Pass	2.60	Pass	1.93	Pass	3.17	Pass
PARL	HsaALTA0006072-2/2	63	95.28	Pass	97.40	Pass	98.07	Pass	96.83	Pass
DDIT3	HsaALTA0002387-1/2	0	25.71	Pass	25.00	Fail	15.49	Pass	6.00	Pass
DDIT3	HsaALTA0002387-2/2	14	74.29	Pass	75.00	Fail	84.51	Pass	94.00	Pass
DCTN2	HsaALTA0002371-1/2	0	0.00	Fail	25.00	Fail	60.00	Fail	40.00	Fail
DCTN2	HsaALTA0002371-2/2	3	100.00	Fail	75.00	Fail	40.00	Fail	60.00	Fail
DCTN2	HsaALTA0002372-1/2	0	0.26	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DCTN2	HsaALTA0002372-2/2	3	99.74	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CTDSP2	HsaALTA0002232-1/2	0	17.50	Fail	20.96	Fail	0.00	Fail	0.00	Fail
CTDSP2	HsaALTA0002232-2/2	25	82.50	Fail	79.04	Fail	100.00	Fail	100.00	Fail
CKAP5	HsaALTA0001888-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CKAP5	HsaALTA0001888-2/2	21	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CKAP5	HsaALTA0001889-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
CKAP5	HsaALTA0001889-2/2	78	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
ATG13	HsaALTA0000753-1/2	0	15.79	Fail	0.00	Fail	0.00	Fail	17.17	Fail
ATG13	HsaALTA0000753-2/2	20	84.21	Fail	100.00	Fail	100.00	Fail	82.83	Fail
GOLGA8A	HsaALTA0003723-1/2	0	8.81	Fail	8.08	Fail	5.82	Pass	9.13	Pass
GOLGA8A	HsaALTA0003723-2/2	3	91.19	Fail	91.92	Fail	94.18	Pass	90.87	Pass
TP53I11	HsaALTA0008901-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TP53I11	HsaALTA0008901-2/2	105	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PHYHD1	HsaALTA0006269-1/2	0	0.00	Fail	100.00	Fail	82.64	Pass	78.57	Pass
PHYHD1	HsaALTA0006269-2/2	55	100.00	Fail	0.00	Fail	17.36	Pass	21.43	Pass
CCNE2	HsaALTA0001611-1/2	0	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail
CCNE2	HsaALTA0001611-2/2	24	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail
CCNE2	HsaALTA0001612-1/2	0	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
CCNE2	HsaALTA0001612-2/2	28	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
AGXT2L2	HsaALTA0000294-1/2	0	100.00	Fail	100.00	Fail	NA	Fail	0.00	Fail
AGXT2L2	HsaALTA0000294-2/2	37	0.00	Fail	0.00	Fail	NA	Fail	100.00	Fail
AGXT2L2	HsaALTA0000295-1/3	0	11.58	Pass	7.08	Pass	10.36	Pass	13.49	Pass
AGXT2L2	HsaALTA0000295-2/3	53	1.29	Pass	2.36	Pass	11.10	Pass	7.04	Pass
AGXT2L2	HsaALTA0000295-3/3	88	87.14	Pass	90.56	Pass	78.54	Pass	79.47	Pass
EIF1AD	HsaALTA0002798-1/2	0	0.30	Pass	1.17	Pass	0.00	Pass	0.00	Pass
EIF1AD	HsaALTA0002798-2/2	8	99.70	Pass	98.83	Pass	100.00	Pass	100.00	Pass
CLTB	HsaALTA0001943-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CLTB	HsaALTA0001943-2/2	10	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
LPL	HsaALTA0004817-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LPL	HsaALTA0004817-2/2	72	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UBQLN3	HsaALTA0009238-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UBQLN3	HsaALTA0009238-2/2	33	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DRAP1	HsaALTA0002653-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DRAP1	HsaALTA0002653-2/2	14	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DRAP1	HsaALTA0002654-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.38	Pass
DRAP1	HsaALTA0002654-2/3	3	0.12	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DRAP1	HsaALTA0002654-3/3	7	99.88	Pass	100.00	Pass	100.00	Pass	99.62	Pass
DRAP1	HsaALTA0002655-1/2	0	99.65	Pass	100.00	Pass	99.43	Pass	99.64	Pass
DRAP1	HsaALTA0002655-2/2	21	0.35	Pass	0.00	Pass	0.57	Pass	0.36	Pass
C11orf68	HsaALTA0001050-1/2	0	60.95	Pass	58.88	Pass	76.80	Pass	75.40	Pass
C11orf68	HsaALTA0001050-2/2	3	39.05	Pass	41.12	Pass	23.20	Pass	24.60	Pass
PAAF1	HsaALTA0006017-1/2	0	0.00	Fail	NA	Fail	100.00	Fail	NA	Fail
PAAF1	HsaALTA0006017-2/2	37	100.00	Fail	NA	Fail	0.00	Fail	NA	Fail
MRPL48	HsaALTA0005342-1/2	0	43.36	Fail	NA	Fail	33.79	Fail	0.00	Fail
MRPL48	HsaALTA0005342-2/2	2	56.64	Fail	NA	Fail	66.21	Fail	100.00	Fail
P2RY2	HsaALTA0006006-1/2	0	95.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
P2RY2	HsaALTA0006006-2/2	134	5.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
FOSL1	HsaALTA0003441-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
FOSL1	HsaALTA0003441-2/2	3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
RPS6KB2	HsaALTA0007398-1/2	0	92.31	Fail	54.55	Fail	53.33	Pass	60.00	Fail
RPS6KB2	HsaALTA0007398-2/2	3	7.69	Fail	45.45	Fail	46.67	Pass	40.00	Fail
TOM1L2	HsaALTA0008875-1/3	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
TOM1L2	HsaALTA0008875-2/3	3	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
TOM1L2	HsaALTA0008875-3/3	24	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
AURKAIP1	HsaALTA0000842-1/2	0	98.31	Fail	100.00	Fail	NA	Fail	NA	Fail
AURKAIP1	HsaALTA0000842-2/2	145	1.69	Fail	0.00	Fail	NA	Fail	NA	Fail
TTLL11	HsaALTA0009126-1/2	0	0.00	Fail	33.98	Fail	NA	Fail	NA	Fail
TTLL11	HsaALTA0009126-2/2	10	100.00	Fail	66.02	Fail	NA	Fail	NA	Fail
SLC35E3	HsaALTA0007947-1/2	0	NA	Fail	NA	Fail	58.82	Fail	50.00	Fail
SLC35E3	HsaALTA0007947-2/2	3	NA	Fail	NA	Fail	41.18	Fail	50.00	Fail
RUVBL1	HsaALTA0007440-1/2	0	87.50	Fail	100.00	Fail	92.31	Fail	100.00	Fail
RUVBL1	HsaALTA0007440-2/2	25	12.50	Fail	0.00	Fail	7.69	Fail	0.00	Fail
RUVBL1	HsaALTA0007441-1/2	0	0.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
RUVBL1	HsaALTA0007441-2/2	3	100.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
RUVBL1	HsaALTA0007442-1/2	0	100.00	Pass	99.63	Pass	100.00	Pass	100.00	Pass
RUVBL1	HsaALTA0007442-2/2	36	0.00	Pass	0.37	Pass	0.00	Pass	0.00	Pass
DULLARD	HsaALTA0002678-1/2	0	0.47	Pass	0.30	Pass	0.00	Pass	0.21	Pass
DULLARD	HsaALTA0002678-2/2	42	99.53	Pass	99.70	Pass	100.00	Pass	99.79	Pass
C9orf119	HsaALTA0001382-1/2	0	76.70	Pass	81.48	Pass	64.10	Pass	71.74	Pass
C9orf119	HsaALTA0001382-2/2	120	23.30	Pass	18.52	Pass	35.90	Pass	28.26	Pass
GAPT	HsaALTA0003564-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GAPT	HsaALTA0003564-2/3	99	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GAPT	HsaALTA0003564-3/3	102	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HOXD8	HsaALTA0004092-1/2	0	50.00	Pass	48.78	Pass	NA	Fail	NA	Fail
HOXD8	HsaALTA0004092-2/2	3	50.00	Pass	51.22	Pass	NA	Fail	NA	Fail
ZDHHC21	HsaALTA0009665-1/5	0	10.00	Fail	12.50	Fail	NA	Fail	NA	Fail
ZDHHC21	HsaALTA0009665-2/5	33	50.00	Fail	87.50	Fail	NA	Fail	NA	Fail
ZDHHC21	HsaALTA0009665-3/5	51	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
ZDHHC21	HsaALTA0009665-4/5	90	10.00	Fail	0.00	Fail	NA	Fail	NA	Fail
ZDHHC21	HsaALTA0009665-5/5	101	30.00	Fail	0.00	Fail	NA	Fail	NA	Fail
A2M	HsaALTA0000003-1/2	0	NA	Fail	NA	Fail	61.40	Fail	87.82	Pass
A2M	HsaALTA0000003-2/2	174	NA	Fail	NA	Fail	38.60	Fail	12.18	Pass
A2M	HsaALTA0000004-1/2	0	0.00	Fail	0.00	Fail	0.38	Pass	0.32	Pass
A2M	HsaALTA0000004-2/2	4	100.00	Fail	100.00	Fail	99.62	Pass	99.68	Pass
A2M	HsaALTA0000005-1/3	0	0.00	Pass	0.00	Pass	0.04	Pass	0.03	Pass
A2M	HsaALTA0000005-2/3	4	0.00	Pass	0.00	Pass	0.02	Pass	0.02	Pass
A2M	HsaALTA0000005-3/3	39	100.00	Pass	100.00	Pass	99.94	Pass	99.95	Pass
A2M	HsaALTA0000006-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.01	Pass
A2M	HsaALTA0000006-2/2	2	100.00	Pass	100.00	Pass	100.00	Pass	99.99	Pass
A2M	HsaALTA0000007-1/2	0	NA	Fail	NA	Fail	0.00	Pass	1.89	Pass
A2M	HsaALTA0000007-2/2	3	NA	Fail	NA	Fail	100.00	Pass	98.11	Pass
UBE2O	HsaALTA0009230-1/2	0	0.00	Fail	0.00	Pass	0.00	Pass	0.97	Pass
UBE2O	HsaALTA0009230-2/2	131	100.00	Fail	100.00	Pass	100.00	Pass	99.03	Pass
DENND2C	HsaALTA0002440-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DENND2C	HsaALTA0002440-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NUPR1	HsaALTA0005908-1/2	0	100.00	Pass	100.00	Fail	88.85	Pass	94.10	Pass
NUPR1	HsaALTA0005908-2/2	54	0.00	Pass	0.00	Fail	11.15	Pass	5.90	Pass
ZNF683	HsaALTA0009885-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF683	HsaALTA0009885-2/2	3	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IP6K1	HsaALTA0004334-1/2	0	1.18	Pass	1.12	Pass	0.00	Pass	1.41	Pass
IP6K1	HsaALTA0004334-2/2	35	98.82	Pass	98.88	Pass	100.00	Pass	98.59	Pass
CSTF3	HsaALTA0002221-1/2	0	0.00	Pass	2.05	Pass	1.37	Pass	0.00	Pass
CSTF3	HsaALTA0002221-2/2	4	100.00	Pass	97.95	Pass	98.63	Pass	100.00	Pass
TMEM39A	HsaALTA0008791-1/2	0	30.50	Pass	12.27	Pass	11.04	Pass	9.26	Pass
TMEM39A	HsaALTA0008791-2/2	44	69.50	Pass	87.73	Pass	88.96	Pass	90.74	Pass
TMEM39A	HsaALTA0008792-1/3	0	0.39	Pass	0.00	Pass	0.62	Pass	0.00	Pass
TMEM39A	HsaALTA0008792-2/3	101	0.39	Pass	1.49	Pass	0.00	Pass	1.34	Pass
TMEM39A	HsaALTA0008792-3/3	157	99.21	Pass	98.51	Pass	99.38	Pass	98.66	Pass
GPX2	HsaALTA0003789-1/2	0	NA	Fail	NA	Fail	53.85	Pass	33.33	Fail
GPX2	HsaALTA0003789-2/2	5	NA	Fail	NA	Fail	46.15	Pass	66.67	Fail
CCDC57	HsaALTA0001581-1/2	0	58.58	Fail	51.47	Fail	100.00	Fail	100.00	Fail
CCDC57	HsaALTA0001581-2/2	3	41.42	Fail	48.53	Fail	0.00	Fail	0.00	Fail
CCDC57	HsaALTA0001582-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
CCDC57	HsaALTA0001582-2/2	27	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
CCDC57	HsaALTA0001583-1/2	0	100.00	Pass	97.94	Pass	100.00	Pass	100.00	Pass
CCDC57	HsaALTA0001583-2/2	3	0.00	Pass	2.06	Pass	0.00	Pass	0.00	Pass
CCDC57	HsaALTA0001584-1/3	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
CCDC57	HsaALTA0001584-2/3	48	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail
CCDC57	HsaALTA0001584-3/3	68	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail
LRRTM4	HsaALTA0004854-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LRRTM4	HsaALTA0004854-2/2	70	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C8orf40	HsaALTA0001368-1/2	0	100.00	Pass	100.00	Pass	98.85	Pass	100.00	Pass
C8orf40	HsaALTA0001368-2/2	281	0.00	Pass	0.00	Pass	1.15	Pass	0.00	Pass
ANAPC2	HsaALTA0000419-1/3	0	NA	Fail	0.00	Fail	0.00	Fail	100.00	Fail
ANAPC2	HsaALTA0000419-2/3	3	NA	Fail	100.00	Fail	100.00	Fail	0.00	Fail
ANAPC2	HsaALTA0000419-3/3	22	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ANAPC2	HsaALTA0000420-1/2	0	0.50	Pass	0.77	Pass	0.00	Pass	1.19	Pass
ANAPC2	HsaALTA0000420-2/2	4	99.50	Pass	99.23	Pass	100.00	Pass	98.81	Pass
ANAPC2	HsaALTA0000421-1/2	0	3.40	Pass	4.60	Pass	9.68	Pass	8.93	Pass
ANAPC2	HsaALTA0000421-2/2	9	96.60	Pass	95.40	Pass	90.32	Pass	91.07	Pass
ZBTB8OS	HsaALTA0009620-1/2	0	30.00	Fail	28.57	Fail	46.45	Pass	30.05	Pass
ZBTB8OS	HsaALTA0009620-2/2	38	70.00	Fail	71.43	Fail	53.55	Pass	69.95	Pass
TMEM20	HsaALTA0008780-1/2	0	13.33	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TMEM20	HsaALTA0008780-2/2	3	86.67	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZNF135	HsaALTA0009736-1/2	0	50.00	Fail	0.00	Fail	NA	Fail	NA	Fail
ZNF135	HsaALTA0009736-2/2	5	50.00	Fail	100.00	Fail	NA	Fail	NA	Fail
ZNF135	HsaALTA0009737-1/2	0	NA	Fail	33.33	Fail	NA	Fail	NA	Fail
ZNF135	HsaALTA0009737-2/2	36	NA	Fail	66.67	Fail	NA	Fail	NA	Fail
RIMS2	HsaALTA0007188-1/2	0	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
RIMS2	HsaALTA0007188-2/2	2	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
RIMS2	HsaALTA0007189-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RIMS2	HsaALTA0007189-2/2	3	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CLK2	HsaALTA0001924-1/2	0	24.57	Pass	29.56	Pass	32.90	Pass	31.42	Pass
CLK2	HsaALTA0001924-2/2	3	75.43	Pass	70.44	Pass	67.10	Pass	68.58	Pass
CLK2	HsaALTA0001925-1/2	0	17.65	Pass	19.23	Pass	20.87	Pass	14.39	Pass
CLK2	HsaALTA0001925-2/2	3	82.35	Pass	80.77	Pass	79.13	Pass	85.61	Pass
PLA2G16	HsaALTA0006359-1/2	0	NA	Fail	50.00	Fail	NA	Fail	NA	Fail
PLA2G16	HsaALTA0006359-2/2	24	NA	Fail	50.00	Fail	NA	Fail	NA	Fail
YSK4	HsaALTA0009597-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
YSK4	HsaALTA0009597-2/2	56	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FAM82B	HsaALTA0003217-1/2	0	0.00	Fail	49.28	Fail	0.00	Fail	0.00	Fail
FAM82B	HsaALTA0003217-2/2	284	100.00	Fail	50.72	Fail	100.00	Fail	100.00	Fail
MYO1D	HsaALTA0005504-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	100.00	Fail
MYO1D	HsaALTA0005504-2/2	5	100.00	Fail	NA	Fail	100.00	Fail	0.00	Fail
ACSF3	HsaALTA0000170-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	93.75	Pass
ACSF3	HsaALTA0000170-2/2	53	0.00	Pass	0.00	Pass	0.00	Pass	6.25	Pass
BOK	HsaALTA0000962-1/2	0	1.08	Pass	2.88	Pass	0.00	Pass	8.16	Pass
BOK	HsaALTA0000962-2/2	99	98.92	Pass	97.12	Pass	100.00	Pass	91.84	Pass
C8orf59	HsaALTA0001372-1/2	0	11.85	Pass	12.56	Pass	25.16	Pass	15.09	Pass
C8orf59	HsaALTA0001372-2/2	3	88.15	Pass	87.44	Pass	74.84	Pass	84.91	Pass
FAM91A1	HsaALTA0003222-1/3	0	NA	Fail	10.26	Fail	NA	Fail	NA	Fail
FAM91A1	HsaALTA0003222-2/3	3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
FAM91A1	HsaALTA0003222-3/3	58	NA	Fail	89.74	Fail	NA	Fail	NA	Fail
GRIN1	HsaALTA0003802-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GRIN1	HsaALTA0003802-2/2	17	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PXMP2	HsaALTA0006887-1/2	0	0.00	Fail	0.00	Fail	100.00	Fail	50.00	Fail
PXMP2	HsaALTA0006887-2/2	4	100.00	Fail	100.00	Fail	0.00	Fail	50.00	Fail
TCEANC	HsaALTA0008513-1/2	0	77.42	Fail	NA	Fail	NA	Fail	NA	Fail
TCEANC	HsaALTA0008513-2/2	3	22.58	Fail	NA	Fail	NA	Fail	NA	Fail
MAMSTR	HsaALTA0004929-1/2	0	NA	Fail	NA	Fail	57.14	Fail	100.00	Fail
MAMSTR	HsaALTA0004929-2/2	150	NA	Fail	NA	Fail	42.86	Fail	0.00	Fail
ANKLE2	HsaALTA0000441-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
ANKLE2	HsaALTA0000441-2/2	3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail
C8G	HsaALTA0001364-1/2	0	100.00	Fail	100.00	Fail	94.96	Fail	93.60	Pass
C8G	HsaALTA0001364-2/2	28	0.00	Fail	0.00	Fail	5.04	Fail	6.40	Pass
NFATC2IP	HsaALTA0005700-1/2	0	0.00	Pass	0.00	Pass	4.88	Pass	0.00	Pass
NFATC2IP	HsaALTA0005700-2/2	2	100.00	Pass	100.00	Pass	95.12	Pass	100.00	Pass
NFATC2IP	HsaALTA0005701-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NFATC2IP	HsaALTA0005701-2/2	39	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
FAM89B	HsaALTA0003221-1/2	0	29.10	Pass	20.04	Pass	52.38	Fail	34.78	Pass
FAM89B	HsaALTA0003221-2/2	49	70.90	Pass	79.96	Pass	47.62	Fail	65.22	Pass
SHMT1	HsaALTA0007788-1/3	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SHMT1	HsaALTA0007788-2/3	20	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
SHMT1	HsaALTA0007788-3/3	24	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
DPP7	HsaALTA0002636-1/2	0	0.00	Pass	0.10	Pass	0.00	Fail	0.00	Fail
DPP7	HsaALTA0002636-2/2	61	100.00	Pass	99.90	Pass	100.00	Fail	100.00	Fail
DPP7	HsaALTA0002637-1/2	0	5.43	Pass	7.66	Pass	0.00	Fail	0.00	Fail
DPP7	HsaALTA0002637-2/2	4	94.57	Pass	92.34	Pass	100.00	Fail	100.00	Fail
DPP7	HsaALTA0002638-1/2	0	99.83	Pass	99.22	Pass	100.00	Fail	100.00	Fail
DPP7	HsaALTA0002638-2/2	219	0.17	Pass	0.78	Pass	0.00	Fail	0.00	Fail
SEC24C	HsaALTA0007574-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.76	Pass
SEC24C	HsaALTA0007574-2/2	15	100.00	Pass	100.00	Pass	100.00	Pass	99.24	Pass
SEC24C	HsaALTA0007575-1/3	0	0.12	Pass	0.14	Pass	1.03	Pass	0.61	Pass
SEC24C	HsaALTA0007575-2/3	13	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SEC24C	HsaALTA0007575-3/3	33	99.88	Pass	99.86	Pass	98.97	Pass	99.39	Pass
ZDHHC13	HsaALTA0009654-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
ZDHHC13	HsaALTA0009654-2/2	6	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
SLC38A9	HsaALTA0007959-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SLC38A9	HsaALTA0007959-2/2	127	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SLC38A9	HsaALTA0007960-1/2	0	0.00	Pass	0.00	Pass	0.89	Pass	0.00	Pass
SLC38A9	HsaALTA0007960-2/2	94	100.00	Pass	100.00	Pass	99.11	Pass	100.00	Pass
WDR73	HsaALTA0009523-1/2	0	83.33	Fail	NA	Fail	50.00	Fail	50.00	Fail
WDR73	HsaALTA0009523-2/2	3	16.67	Fail	NA	Fail	50.00	Fail	50.00	Fail
POLE	HsaALTA0006504-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
POLE	HsaALTA0006504-2/2	156	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
POLE	HsaALTA0006505-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POLE	HsaALTA0006505-2/2	3	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RHOG	HsaALTA0007171-1/2	0	66.67	Fail	85.71	Fail	NA	Fail	NA	Fail
RHOG	HsaALTA0007171-2/2	4	33.33	Fail	14.29	Fail	NA	Fail	NA	Fail
EPS8L2	HsaALTA0002960-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	4.28	Fail
EPS8L2	HsaALTA0002960-2/2	3	100.00	Fail	NA	Fail	100.00	Fail	95.72	Fail
EPS8L2	HsaALTA0002961-1/3	0	0.00	Fail	0.00	Fail	0.55	Pass	0.10	Pass
EPS8L2	HsaALTA0002961-2/3	42	0.00	Fail	0.00	Fail	0.05	Pass	0.75	Pass
EPS8L2	HsaALTA0002961-3/3	52	100.00	Fail	100.00	Fail	99.40	Pass	99.15	Pass
EPS8L2	HsaALTA0002962-1/2	0	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
EPS8L2	HsaALTA0002962-2/2	2	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
EPS8L2	HsaALTA0002963-1/2	0	0.00	Fail	0.00	Fail	0.59	Pass	0.06	Pass
EPS8L2	HsaALTA0002963-2/2	3	100.00	Fail	100.00	Fail	99.41	Pass	99.94	Pass
TALDO1	HsaALTA0008446-1/2	0	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
TALDO1	HsaALTA0008446-2/2	3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
ULK1	HsaALTA0009287-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ULK1	HsaALTA0009287-2/2	22	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RPS6KA3	HsaALTA0007394-1/2	0	8.22	Pass	5.01	Pass	12.81	Pass	11.27	Pass
RPS6KA3	HsaALTA0007394-2/2	3	91.78	Pass	94.99	Pass	87.19	Pass	88.73	Pass
RPS6KA3	HsaALTA0007395-1/2	0	0.83	Pass	0.00	Pass	0.49	Pass	0.60	Pass
RPS6KA3	HsaALTA0007395-2/2	99	99.17	Pass	100.00	Pass	99.51	Pass	99.40	Pass
CHD9	HsaALTA0001852-1/2	0	32.20	Pass	28.12	Pass	29.05	Pass	48.86	Pass
CHD9	HsaALTA0001852-2/2	3	67.80	Pass	71.88	Pass	70.95	Pass	51.14	Pass
PDDC1	HsaALTA0006145-1/2	0	97.70	Pass	97.29	Pass	97.78	Pass	91.41	Pass
PDDC1	HsaALTA0006145-2/2	41	2.30	Pass	2.71	Pass	2.22	Pass	8.59	Pass
MAN1B1	HsaALTA0004930-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MAN1B1	HsaALTA0004930-2/2	108	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MAN1B1	HsaALTA0004931-1/2	0	1.42	Pass	0.66	Pass	1.02	Pass	0.00	Pass
MAN1B1	HsaALTA0004931-2/2	143	98.58	Pass	99.34	Pass	98.98	Pass	100.00	Pass
ZBTB38	HsaALTA0009615-1/2	0	42.24	Pass	56.82	Pass	38.55	Fail	52.04	Fail
ZBTB38	HsaALTA0009615-2/2	25	57.76	Pass	43.18	Pass	61.45	Fail	47.96	Fail
SMCR7	HsaALTA0008038-1/2	0	8.25	Fail	3.12	Pass	0.00	Pass	0.00	Pass
SMCR7	HsaALTA0008038-2/2	74	91.75	Fail	96.88	Pass	100.00	Pass	100.00	Pass
ARIH2	HsaALTA0000641-1/2	0	100.00	Pass	100.00	Pass	99.23	Pass	99.11	Pass
