GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
MAST4	HsaALTD0003786-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAST4	HsaALTD0003786-2/2	34	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NUP133	HsaALTD0004444-1/2	0	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail
NUP133	HsaALTD0004444-2/2	16	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail
NUCKS1	HsaALTD0004431-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NUCKS1	HsaALTD0004431-2/2	30	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
VPS35	HsaALTD0007146-1/2	0	0.00	Pass	0.00	Pass	7.64	Pass	3.59	Pass
VPS35	HsaALTD0007146-2/2	138	100.00	Pass	100.00	Pass	92.36	Pass	96.41	Pass
BCL3	HsaALTD0000683-1/2	0	95.10	Pass	100.00	Pass	91.44	Fail	100.00	Pass
BCL3	HsaALTD0000683-2/2	60	4.90	Pass	0.00	Pass	8.56	Fail	0.00	Pass
CLEC2D	HsaALTD0001468-1/2	0	100.00	Fail	100.00	Fail	91.94	Pass	100.00	Pass
CLEC2D	HsaALTD0001468-2/2	75	0.00	Fail	0.00	Fail	8.06	Pass	0.00	Pass
MAOB	HsaALTD0003738-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAOB	HsaALTD0003738-2/2	50	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PIGB	HsaALTD0004750-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PIGB	HsaALTD0004750-2/2	109	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RAB27A	HsaALTD0005230-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RAB27A	HsaALTD0005230-2/2	52	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UFD1L	HsaALTD0007020-1/2	0	0.00	Fail	50.00	Fail	NA	Fail	NA	Fail
UFD1L	HsaALTD0007020-2/2	62	100.00	Fail	50.00	Fail	NA	Fail	NA	Fail
UFD1L	HsaALTD0007021-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail
UFD1L	HsaALTD0007021-2/2	53	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail
UFD1L	HsaALTD0007022-1/2	0	8.12	Pass	7.27	Pass	42.88	Pass	40.35	Pass
UFD1L	HsaALTD0007022-2/2	26	91.88	Pass	92.73	Pass	57.12	Pass	59.65	Pass
PHRF1	HsaALTD0004737-1/2	0	6.71	Pass	5.19	Pass	3.04	Pass	9.74	Pass
PHRF1	HsaALTD0004737-2/2	6	93.29	Pass	94.81	Pass	96.96	Pass	90.26	Pass
IKBKAP	HsaALTD0003208-1/2	0	0.00	Pass	8.82	Pass	0.00	Pass	0.00	Pass
IKBKAP	HsaALTD0003208-2/2	54	100.00	Pass	91.18	Pass	100.00	Pass	100.00	Pass
NUCB2	HsaALTD0004430-1/2	0	23.53	Fail	12.50	Fail	62.50	Fail	16.67	Fail
NUCB2	HsaALTD0004430-2/2	4	76.47	Fail	87.50	Fail	37.50	Fail	83.33	Fail
PFN2	HsaALTD0004693-3/3	49	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
PFN2	HsaALTD0004694-1/2	0	0.00	Pass	0.30	Pass	0.00	Pass	0.00	Pass
PFN2	HsaALTD0004694-2/2	45	100.00	Pass	99.70	Pass	100.00	Pass	100.00	Pass
PTPN3	HsaALTD0005164-1/2	0	NA	Fail	NA	Fail	50.00	Fail	12.50	Fail
PTPN3	HsaALTD0005164-2/2	58	NA	Fail	NA	Fail	50.00	Fail	87.50	Fail
PTPN3	HsaALTD0005165-1/2	0	NA	Fail	NA	Fail	100.00	Fail	75.00	Fail
PTPN3	HsaALTD0005165-2/2	16	NA	Fail	NA	Fail	0.00	Fail	25.00	Fail
ZXDC	HsaALTD0007550-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ZXDC	HsaALTD0007550-2/2	12	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ZXDC	HsaALTD0007551-1/2	0	100.00	Fail	100.00	Fail	98.82	Pass	96.64	Pass
ZXDC	HsaALTD0007551-2/2	265	0.00	Fail	0.00	Fail	1.18	Pass	3.36	Pass
JMJD6	HsaALTD0003371-1/2	0	0.00	Pass	0.00	Pass	0.50	Pass	0.00	Pass
JMJD6	HsaALTD0003371-2/2	38	100.00	Pass	100.00	Pass	99.50	Pass	100.00	Pass
WIPI1	HsaALTD0007225-1/2	0	0.00	Pass	0.60	Pass	0.00	Pass	0.41	Pass
WIPI1	HsaALTD0007225-2/2	4	100.00	Pass	99.40	Pass	100.00	Pass	99.59	Pass
GBA2	HsaALTD0002725-1/2	0	2.46	Pass	2.43	Pass	1.31	Pass	0.93	Pass
GBA2	HsaALTD0002725-2/2	14	97.54	Pass	97.57	Pass	98.69	Pass	99.07	Pass
GBA2	HsaALTD0002726-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GBA2	HsaALTD0002726-2/2	122	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GBA2	HsaALTD0002727-1/2	0	12.49	Pass	2.06	Pass	0.00	Pass	0.00	Pass
GBA2	HsaALTD0002727-2/2	46	87.51	Pass	97.94	Pass	100.00	Pass	100.00	Pass
NDST1	HsaALTD0004226-1/2	0	0.83	Pass	0.00	Pass	0.00	Pass	3.14	Pass
NDST1	HsaALTD0004226-2/2	120	99.17	Pass	100.00	Pass	100.00	Pass	96.86	Pass
NDST1	HsaALTD0004227-1/2	0	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
NDST1	HsaALTD0004227-2/2	260	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
ASNS	HsaALTD0000516-1/2	0	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
ASNS	HsaALTD0000516-2/2	38	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
PABPC1	HsaALTD0004534-1/2	0	12.96	Pass	12.82	Pass	0.00	Fail	0.00	Fail
PABPC1	HsaALTD0004534-2/2	48	87.04	Pass	87.18	Pass	100.00	Fail	100.00	Fail
PABPC1	HsaALTD0004535-1/2	0	2.02	Pass	1.87	Fail	0.61	Pass	0.53	Pass
PABPC1	HsaALTD0004535-2/2	9	97.98	Pass	98.13	Fail	99.39	Pass	99.47	Pass
PABPC1	HsaALTD0004536-1/3	0	33.33	Fail	60.00	Fail	40.00	Fail	0.00	Fail
PABPC1	HsaALTD0004536-2/3	5	58.33	Fail	40.00	Fail	60.00	Fail	100.00	Fail
PABPC1	HsaALTD0004536-3/3	21	8.33	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PABPC1	HsaALTD0004537-1/2	0	100.00	Fail	100.00	Fail	0.00	Fail	NA	Fail
PABPC1	HsaALTD0004537-2/2	6	0.00	Fail	0.00	Fail	100.00	Fail	NA	Fail
PABPC1	HsaALTD0004538-1/2	0	0.00	Pass	0.03	Pass	0.03	Pass	0.01	Pass
PABPC1	HsaALTD0004538-2/2	1	100.00	Pass	99.97	Pass	99.97	Pass	99.99	Pass
CDC42	HsaALTD0001302-1/2	0	97.82	Pass	98.80	Pass	100.00	Pass	100.00	Pass
CDC42	HsaALTD0001302-2/2	126	2.18	Pass	1.20	Pass	0.00	Pass	0.00	Pass
OSBPL3	HsaALTD0004505-1/2	0	63.58	Fail	89.47	Fail	93.15	Fail	96.56	Fail
OSBPL3	HsaALTD0004505-2/2	399	36.42	Fail	10.53	Fail	6.85	Fail	3.44	Fail
OSBPL3	HsaALTD0004506-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
OSBPL3	HsaALTD0004506-2/2	90	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RAD18	HsaALTD0005253-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
RAD18	HsaALTD0005253-2/2	23	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
ATP2B1	HsaALTD0000577-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATP2B1	HsaALTD0000577-2/2	67	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAP4K4	HsaALTD0003750-1/2	0	64.83	Pass	68.81	Pass	83.81	Pass	79.56	Pass
MAP4K4	HsaALTD0003750-2/2	24	35.17	Pass	31.19	Pass	16.19	Pass	20.44	Pass
MAP4K4	HsaALTD0003751-1/2	0	0.13	Pass	0.55	Pass	0.40	Pass	0.00	Pass
MAP4K4	HsaALTD0003751-2/2	4	99.87	Pass	99.45	Pass	99.60	Pass	100.00	Pass
RPL31	HsaALTD0005535-1/2	0	100.00	Pass	99.99	Pass	99.99	Pass	100.00	Pass
RPL31	HsaALTD0005535-2/2	78	0.00	Pass	0.01	Pass	0.01	Pass	0.00	Pass
WDR1	HsaALTD0007168-1/2	0	63.53	Pass	75.57	Pass	70.83	Pass	80.51	Fail
WDR1	HsaALTD0007168-2/2	2	36.47	Pass	24.43	Pass	29.17	Pass	19.49	Fail
WDR1	HsaALTD0007169-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WDR1	HsaALTD0007169-2/2	38	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WBSCR22	HsaALTD0007165-1/5	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
WBSCR22	HsaALTD0007165-2/5	4	87.91	Pass	95.35	Pass	80.00	Pass	84.26	Pass
WBSCR22	HsaALTD0007165-3/5	101	7.69	Pass	3.49	Pass	8.28	Pass	4.63	Pass
WBSCR22	HsaALTD0007165-4/5	123	0.00	Pass	1.16	Pass	2.76	Pass	0.93	Pass
WBSCR22	HsaALTD0007165-5/5	200	4.40	Pass	0.00	Pass	8.97	Pass	10.19	Pass
SEL1L	HsaALTD0005752-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
SEL1L	HsaALTD0005752-2/2	13	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass
ATP6AP1	HsaALTD0000589-1/2	0	99.95	Pass	99.94	Pass	100.00	Pass	99.22	Pass
ATP6AP1	HsaALTD0000589-2/2	229	0.05	Pass	0.06	Pass	0.00	Pass	0.78	Pass
TCF3	HsaALTD0006429-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TCF3	HsaALTD0006429-2/2	44	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TCF3	HsaALTD0006430-1/2	0	0.00	Fail	9.09	Fail	0.00	Fail	0.00	Fail
TCF3	HsaALTD0006430-2/2	139	100.00	Fail	90.91	Fail	100.00	Fail	100.00	Fail
TCF3	HsaALTD0006431-1/2	0	0.77	Pass	0.68	Pass	2.63	Pass	0.54	Pass
TCF3	HsaALTD0006431-2/2	7	99.23	Pass	99.32	Pass	97.37	Pass	99.46	Pass
MBD3	HsaALTD0003796-1/2	0	91.09	Pass	88.61	Pass	64.29	Fail	69.57	Pass
MBD3	HsaALTD0003796-2/2	96	8.91	Pass	11.39	Pass	35.71	Fail	30.43	Pass
MBD3	HsaALTD0003797-1/2	0	1.53	Pass	1.12	Pass	0.99	Pass	5.81	Pass
MBD3	HsaALTD0003797-2/2	4	98.47	Pass	98.88	Pass	99.01	Pass	94.19	Pass
FAM50A	HsaALTD0002441-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FAM50A	HsaALTD0002441-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
FAM50A	HsaALTD0002442-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FAM50A	HsaALTD0002442-2/3	9	0.00	Pass	0.00	Pass	1.00	Pass	0.00	Pass
FAM50A	HsaALTD0002442-3/3	16	100.00	Pass	100.00	Pass	99.00	Pass	100.00	Pass
FAM50A	HsaALTD0002443-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
FAM50A	HsaALTD0002443-2/2	26	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
FAM3A	HsaALTD0002434-1/2	0	0.00	Fail	4.98	Pass	0.00	Pass	0.00	Pass
FAM3A	HsaALTD0002434-2/2	59	100.00	Fail	95.02	Pass	100.00	Pass	100.00	Pass
CPSF1	HsaALTD0001642-1/2	0	0.62	Pass	5.08	Pass	0.00	Pass	0.00	Pass
CPSF1	HsaALTD0001642-2/2	15	99.38	Pass	94.92	Pass	100.00	Pass	100.00	Pass
CPSF1	HsaALTD0001643-1/2	0	24.46	Fail	49.28	Fail	15.01	Fail	12.19	Fail
CPSF1	HsaALTD0001643-2/2	5	75.54	Fail	50.72	Fail	84.99	Fail	87.81	Fail
CPSF1	HsaALTD0001644-1/2	0	3.46	Pass	4.96	Pass	9.62	Pass	2.82	Pass
CPSF1	HsaALTD0001644-2/2	9	96.54	Pass	95.04	Pass	90.38	Pass	97.18	Pass
LPHN1	HsaALTD0003635-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
LPHN1	HsaALTD0003635-2/2	4	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
LPHN1	HsaALTD0003636-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
LPHN1	HsaALTD0003636-2/2	26	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
LPHN1	HsaALTD0003637-1/2	0	2.27	Pass	0.00	Pass	0.00	Fail	0.00	Fail
LPHN1	HsaALTD0003637-2/2	7	97.73	Pass	100.00	Pass	100.00	Fail	100.00	Fail
LIMS2	HsaALTD0003596-1/2	0	100.00	Pass	98.90	Pass	NA	Fail	NA	Fail
LIMS2	HsaALTD0003596-2/2	60	0.00	Pass	1.10	Pass	NA	Fail	NA	Fail
LIMS2	HsaALTD0003597-1/2	0	47.06	Fail	30.43	Fail	NA	Fail	NA	Fail
LIMS2	HsaALTD0003597-2/2	10	52.94	Fail	69.57	Fail	NA	Fail	NA	Fail
SPEG	HsaALTD0006164-1/2	0	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
SPEG	HsaALTD0006164-2/2	290	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
TFRC	HsaALTD0006477-1/2	0	98.23	Pass	100.00	Pass	99.68	Pass	99.41	Pass
TFRC	HsaALTD0006477-2/2	212	1.77	Pass	0.00	Pass	0.32	Pass	0.59	Pass
TFRC	HsaALTD0006478-1/2	0	3.03	Pass	5.56	Fail	0.00	Pass	0.00	Pass
TFRC	HsaALTD0006478-2/2	56	96.97	Pass	94.44	Fail	100.00	Pass	100.00	Pass
SREBF1	HsaALTD0006198-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.65	Pass
SREBF1	HsaALTD0006198-2/2	50	100.00	Pass	100.00	Pass	100.00	Pass	99.35	Pass
RHOBTB1	HsaALTD0005398-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RHOBTB1	HsaALTD0005398-2/2	142	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SMC1A	HsaALTD0006074-1/2	0	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
SMC1A	HsaALTD0006074-2/2	56	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
HSD17B10	HsaALTD0003118-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
HSD17B10	HsaALTD0003118-2/2	141	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
HSD17B10	HsaALTD0003119-1/2	0	98.84	Pass	99.27	Pass	100.00	Pass	100.00	Pass
HSD17B10	HsaALTD0003119-2/2	14	1.16	Pass	0.73	Pass	0.00	Pass	0.00	Pass
HSD17B10	HsaALTD0003120-1/2	0	3.08	Pass	3.88	Pass	0.68	Pass	1.56	Pass
HSD17B10	HsaALTD0003120-2/2	27	96.92	Pass	96.12	Pass	99.32	Pass	98.44	Pass
HMMR	HsaALTD0003072-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
HMMR	HsaALTD0003072-2/2	5	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
CHFR	HsaALTD0001420-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CHFR	HsaALTD0001420-2/2	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
P4HA2	HsaALTD0004529-1/4	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
P4HA2	HsaALTD0004529-2/4	3	88.29	Fail	62.26	Fail	93.14	Pass	96.26	Pass
P4HA2	HsaALTD0004529-3/4	157	11.71	Fail	9.43	Fail	1.83	Pass	2.49	Pass
P4HA2	HsaALTD0004529-4/4	392	0.00	Fail	28.30	Fail	5.03	Pass	1.25	Pass
TRNT1	HsaALTD0006812-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TRNT1	HsaALTD0006812-2/2	60	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ACADVL	HsaALTD0000098-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ACADVL	HsaALTD0000098-2/2	107	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ACADVL	HsaALTD0000099-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ACADVL	HsaALTD0000099-2/2	13	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ACADVL	HsaALTD0000100-1/2	0	0.00	Pass	0.91	Pass	0.00	Pass	0.00	Pass
ACADVL	HsaALTD0000100-2/2	72	100.00	Pass	99.09	Pass	100.00	Pass	100.00	Pass
ACADVL	HsaALTD0000101-1/3	0	1.47	Pass	5.13	Pass	2.44	Pass	1.79	Pass
ACADVL	HsaALTD0000101-2/3	31	0.00	Pass	0.00	Pass	0.00	Pass	0.36	Pass
ACADVL	HsaALTD0000101-3/3	48	98.53	Pass	94.87	Pass	97.56	Pass	97.86	Pass
ACADVL	HsaALTD0000102-1/2	0	0.00	Pass	0.11	Pass	0.22	Pass	0.33	Pass
ACADVL	HsaALTD0000102-2/2	4	100.00	Pass	99.89	Pass	99.78	Pass	99.67	Pass
ACADVL	HsaALTD0000103-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ACADVL	HsaALTD0000103-2/2	35	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
EVC	HsaALTD0002317-1/2	0	11.49	Fail	10.57	Fail	0.00	Pass	4.67	Pass
EVC	HsaALTD0002317-2/2	28	88.51	Fail	89.43	Fail	100.00	Pass	95.33	Pass
DERL2	HsaALTD0001892-1/2	0	100.00	Fail	100.00	Fail	92.00	Pass	95.24	Fail
DERL2	HsaALTD0001892-2/2	4	0.00	Fail	0.00	Fail	8.00	Pass	4.76	Fail
NDE1	HsaALTD0004218-1/2	0	NA	Fail	100.00	Fail	83.33	Fail	77.78	Fail
NDE1	HsaALTD0004218-2/2	4	NA	Fail	0.00	Fail	16.67	Fail	22.22	Fail
MRVI1	HsaALTD0004050-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MRVI1	HsaALTD0004050-2/2	74	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PVR	HsaALTD0005188-1/2	0	16.40	Pass	12.63	Pass	12.76	Pass	12.65	Pass
PVR	HsaALTD0005188-2/2	135	83.60	Pass	87.37	Pass	87.24	Pass	87.35	Pass
IKBKG	HsaALTD0003213-1/2	0	0.00	Fail	0.00	Fail	4.00	Pass	1.59	Pass
IKBKG	HsaALTD0003213-2/2	65	100.00	Fail	100.00	Fail	96.00	Pass	98.41	Pass
SCARB1	HsaALTD0005685-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
SCARB1	HsaALTD0005685-2/2	8	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
SCARB1	HsaALTD0005686-1/2	0	4.72	Pass	3.32	Pass	1.14	Pass	1.17	Pass
SCARB1	HsaALTD0005686-2/2	84	95.28	Pass	96.68	Pass	98.86	Pass	98.83	Pass
SCARB1	HsaALTD0005687-3/3	334	0.00	Pass	0.00	Fail	1.13	Fail	0.39	Fail
SCARB1	HsaALTD0005688-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	78.27	Fail
SCARB1	HsaALTD0005688-2/2	36	0.00	Fail	0.00	Fail	0.00	Fail	21.73	Fail
RP3-402G11.5	HsaALTD0005496-1/2	0	40.58	Pass	34.45	Pass	29.29	Pass	13.98	Pass
RP3-402G11.5	HsaALTD0005496-2/2	58	59.42	Pass	65.55	Pass	70.71	Pass	86.02	Pass
TP63	HsaALTD0006716-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TP63	HsaALTD0006716-2/2	12	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALPK1	HsaALTD0000278-1/2	0	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail
ALPK1	HsaALTD0000278-2/2	77	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail
NLE1	HsaALTD0004320-1/2	0	91.07	Pass	98.78	Pass	88.71	Pass	91.03	Pass
NLE1	HsaALTD0004320-2/2	29	8.93	Pass	1.22	Pass	11.29	Pass	8.97	Pass
KDM5A	HsaALTD0003413-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
KDM5A	HsaALTD0003413-2/2	10	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MAP3K13	HsaALTD0003744-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	98.94	Pass
MAP3K13	HsaALTD0003744-2/2	92	0.00	Pass	0.00	Pass	0.00	Pass	1.06	Pass
MAP3K13	HsaALTD0003745-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
MAP3K13	HsaALTD0003745-2/2	110	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
PICALM	HsaALTD0004748-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.34	Pass
PICALM	HsaALTD0004748-2/2	47	100.00	Pass	100.00	Pass	100.00	Pass	99.66	Pass
CLASP1	HsaALTD0001457-1/2	0	0.00	Fail	NA	Fail	20.47	Fail	33.98	Fail
CLASP1	HsaALTD0001457-2/2	3	100.00	Fail	NA	Fail	79.53	Fail	66.02	Fail
CLNS1A	HsaALTD0001479-1/2	0	0.33	Pass	0.00	Pass	0.85	Pass	0.28	Pass
CLNS1A	HsaALTD0001479-2/2	2	99.67	Pass	100.00	Pass	99.15	Pass	99.72	Pass
PPP2R2C	HsaALTD0005008-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PPP2R2C	HsaALTD0005008-2/2	44	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TEAD2	HsaALTD0006455-1/2	0	78.37	Pass	95.79	Pass	95.48	Fail	92.89	Fail
TEAD2	HsaALTD0006455-2/2	40	21.63	Pass	4.21	Pass	4.52	Fail	7.11	Fail
ATP2A3	HsaALTD0000576-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATP2A3	HsaALTD0000576-2/2	13	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NTN4	HsaALTD0004422-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass
NTN4	HsaALTD0004422-2/2	413	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass
BCS1L	HsaALTD0000689-1/2	0	16.86	Pass	21.25	Pass	11.39	Pass	20.27	Pass
BCS1L	HsaALTD0000689-2/2	25	83.14	Pass	78.75	Pass	88.61	Pass	79.73	Pass
BCS1L	HsaALTD0000690-1/3	0	40.60	Fail	71.85	Fail	73.22	Fail	76.64	Fail
BCS1L	HsaALTD0000690-2/3	52	0.00	Fail	0.00	Fail	0.00	Fail	23.36	Fail
BCS1L	HsaALTD0000690-3/3	79	59.40	Fail	28.15	Fail	26.78	Fail	0.00	Fail
BCS1L	HsaALTD0000691-1/2	0	82.90	Fail	89.72	Fail	100.00	Fail	65.98	Fail
BCS1L	HsaALTD0000691-2/2	61	17.10	Fail	10.28	Fail	0.00	Fail	34.02	Fail
NUAK1	HsaALTD0004423-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NUAK1	HsaALTD0004423-2/3	18	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NUAK1	HsaALTD0004423-3/3	35	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DPP8	HsaALTD0002025-1/3	0	20.00	Fail	33.33	Fail	36.36	Fail	0.00	Fail
DPP8	HsaALTD0002025-2/3	43	60.00	Fail	11.11	Fail	0.00	Fail	11.11	Fail
DPP8	HsaALTD0002025-3/3	101	20.00	Fail	55.56	Fail	63.64	Fail	88.89	Fail
DPP8	HsaALTD0002026-1/2	0	0.00	Pass	0.00	Pass	2.17	Pass	2.56	Pass
DPP8	HsaALTD0002026-2/2	16	100.00	Pass	100.00	Pass	97.83	Pass	97.44	Pass
LMAN1	HsaALTD0003607-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LMAN1	HsaALTD0003607-2/3	25	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LMAN1	HsaALTD0003607-3/3	48	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ENO1	HsaALTD0002224-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ENO1	HsaALTD0002224-2/3	28	0.00	Pass	0.00	Pass	0.02	Pass	0.00	Pass
ENO1	HsaALTD0002224-3/3	37	100.00	Pass	100.00	Pass	99.98	Pass	100.00	Pass
ENO1	HsaALTD0002225-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ENO1	HsaALTD0002225-2/3	36	0.00	Pass	0.00	Pass	0.01	Pass	0.00	Pass
ENO1	HsaALTD0002225-3/3	59	100.00	Pass	100.00	Pass	99.98	Pass	100.00	Pass
ENO1	HsaALTD0002226-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ENO1	HsaALTD0002226-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ENO1	HsaALTD0002227-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ENO1	HsaALTD0002227-2/2	57	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ANO8	HsaALTD0000344-1/3	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
ANO8	HsaALTD0000344-2/3	3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
ANO8	HsaALTD0000344-3/3	15	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
TUBE1	HsaALTD0006907-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	6.67	Pass
TUBE1	HsaALTD0006907-2/2	95	100.00	Fail	100.00	Fail	100.00	Pass	93.33	Pass
TACR2	HsaALTD0006348-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TACR2	HsaALTD0006348-2/2	96	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SRI	HsaALTD0006199-1/2	0	0.00	Pass	0.00	Pass	NA	Fail	0.00	Fail
SRI	HsaALTD0006199-2/2	26	100.00	Pass	100.00	Pass	NA	Fail	100.00	Fail
EIF4G3	HsaALTD0002187-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
EIF4G3	HsaALTD0002187-2/2	37	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
EIF4G3	HsaALTD0002188-1/2	0	1.10	Pass	1.60	Pass	0.00	Pass	0.84	Pass
EIF4G3	HsaALTD0002188-2/2	6	98.90	Pass	98.40	Pass	100.00	Pass	99.16	Pass
