GENE	EVENT	LENGTH	SF3B1_mutated_sample_1_1	SF3B1_mutated_sample_1_1-Q	SF3B1_mutated_sample_2_1	SF3B1_mutated_sample_2_1-Q	SF3B1_mutated_sample_3_1	SF3B1_mutated_sample_3_1-Q	SF3B1_mutated_sample_4_1	SF3B1_mutated_sample_4_1-Q	SF3B1_mutated_sample_5_1	SF3B1_mutated_sample_5_1-Q	SF3B1_mutated_sample_6_1	SF3B1_mutated_sample_6_1-Q	SF3B1_mutated_sample_7_1	SF3B1_mutated_sample_7_1-Q	SF3B1_mutated_sample_8_1	SF3B1_mutated_sample_8_1-Q	SF3B1_wildtype_sample_1_1	SF3B1_wildtype_sample_1_1-Q	SF3B1_wildtype_sample_2_1	SF3B1_wildtype_sample_2_1-Q	SF3B1_wildtype_sample_3_1	SF3B1_wildtype_sample_3_1-Q	SF3B1_wildtype_sample_4_1	SF3B1_wildtype_sample_4_1-Q
PRPF19	HsaALTD0005070-1/2	0	100.00	Fail	80.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	70.00	Fail	100.00	Fail
PRPF19	HsaALTD0005070-2/2	197	0.00	Fail	20.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	30.00	Fail	0.00	Fail
TRIM3	HsaALTD0006777-1/2	0	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail	39.15	Fail	NA	Fail	0.00	Fail	33.98	Fail	NA	Fail	33.98	Fail	50.72	Fail	NA	Fail
TRIM3	HsaALTD0006777-2/2	5	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail	60.85	Fail	NA	Fail	100.00	Fail	66.02	Fail	NA	Fail	66.02	Fail	49.28	Fail	NA	Fail
C11orf51	HsaALTD0000800-1/2	0	15.79	Pass	9.70	Pass	18.95	Pass	22.95	Pass	6.52	Pass	13.21	Pass	20.29	Pass	16.03	Pass	15.00	Pass	18.84	Pass	17.88	Pass	3.33	Pass
C11orf51	HsaALTD0000800-2/2	30	84.21	Pass	90.30	Pass	81.05	Pass	77.05	Pass	93.48	Pass	86.79	Pass	79.71	Pass	83.97	Pass	85.00	Pass	81.16	Pass	82.12	Pass	96.67	Pass
ARHGEF17	HsaALTD0000441-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
ARHGEF17	HsaALTD0000441-2/2	6	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
APOC3	HsaALTD0000402-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
APOC3	HsaALTD0000402-2/2	17	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEP164	HsaALTD0001369-1/2	0	82.50	Pass	82.98	Pass	100.00	Fail	85.05	Fail	100.00	Pass	91.92	Fail	87.22	Fail	91.92	Fail	100.00	Fail	96.32	Fail	83.27	Pass	100.00	Fail
CEP164	HsaALTD0001369-2/2	9	17.50	Pass	17.02	Pass	0.00	Fail	14.95	Fail	0.00	Pass	8.08	Fail	12.78	Fail	8.08	Fail	0.00	Fail	3.68	Fail	16.73	Pass	0.00	Fail
CEP164	HsaALTD0001370-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
CEP164	HsaALTD0001370-2/2	5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
CEP164	HsaALTD0001371-1/2	0	54.12	Pass	40.48	Pass	21.25	Fail	40.96	Pass	24.46	Pass	10.83	Pass	32.69	Fail	24.46	Pass	35.70	Fail	38.34	Pass	52.52	Pass	39.31	Fail
CEP164	HsaALTD0001371-2/2	24	45.88	Pass	59.52	Pass	78.75	Fail	59.04	Pass	75.54	Pass	89.17	Pass	67.31	Fail	75.54	Pass	64.30	Fail	61.66	Pass	47.48	Pass	60.69	Fail
UBE4A	HsaALTD0006992-1/2	0	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	86.67	Fail	100.00	Pass	100.00	Fail	98.28	Pass	87.62	Pass	95.24	Pass
UBE4A	HsaALTD0006992-2/2	21	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	13.33	Fail	0.00	Pass	0.00	Fail	1.72	Pass	12.38	Pass	4.76	Pass
PVRL1	HsaALTD0005189-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
PVRL1	HsaALTD0005189-2/2	13	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
C11orf41	HsaALTD0000799-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C11orf41	HsaALTD0000799-2/2	18	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PDHX	HsaALTD0004645-1/2	0	8.70	Pass	3.33	Pass	0.00	Pass	14.29	Pass	0.00	Pass	9.09	Pass	0.00	Pass	6.78	Pass	0.00	Fail	11.32	Pass	8.93	Pass	32.00	Pass
PDHX	HsaALTD0004645-2/2	329	91.30	Pass	96.67	Pass	100.00	Pass	85.71	Pass	100.00	Pass	90.91	Pass	100.00	Pass	93.22	Pass	100.00	Fail	88.68	Pass	91.07	Pass	68.00	Pass
SLC1A2	HsaALTD0005952-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLC1A2	HsaALTD0005952-2/2	28	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ACCS	HsaALTD0000108-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	3.45	Pass	7.23	Pass	0.00	Pass	4.00	Pass	3.77	Pass	0.00	Pass	9.52	Pass	12.04	Pass	0.00	Pass
ACCS	HsaALTD0000108-2/2	379	100.00	Pass	100.00	Pass	100.00	Pass	96.55	Pass	92.77	Pass	100.00	Pass	96.00	Pass	96.23	Pass	100.00	Pass	90.48	Pass	87.96	Pass	100.00	Pass
SCGB2A2	HsaALTD0005691-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SCGB2A2	HsaALTD0005691-2/2	9	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MDK	HsaALTD0003843-1/3	0	80.65	Pass	82.09	Pass	72.49	Pass	100.00	Fail	100.00	Fail	55.91	Fail	60.00	Fail	25.00	Fail	100.00	Pass	92.51	Pass	53.60	Fail	93.33	Fail
MDK	HsaALTD0003843-2/3	105	19.35	Pass	9.91	Pass	2.90	Pass	0.00	Fail	0.00	Fail	33.55	Fail	40.00	Fail	75.00	Fail	0.00	Pass	3.85	Pass	16.08	Fail	6.67	Fail
MDK	HsaALTD0003843-3/3	145	0.00	Pass	8.01	Pass	24.61	Pass	0.00	Fail	0.00	Fail	10.54	Fail	0.00	Fail	0.00	Fail	0.00	Pass	3.63	Pass	30.32	Fail	0.00	Fail
MDK	HsaALTD0003844-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.62	Pass	100.00	Pass
MDK	HsaALTD0003844-2/2	445	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.38	Pass	0.00	Pass
AMBRA1	HsaALTD0000288-1/2	0	0.00	Pass	0.00	Pass	4.86	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AMBRA1	HsaALTD0000288-2/2	82	100.00	Pass	100.00	Pass	95.14	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MADD	HsaALTD0003709-1/2	0	100.00	Fail	54.97	Fail	83.33	Fail	93.77	Fail	70.53	Fail	95.53	Fail	74.45	Fail	20.16	Fail	100.00	Fail	69.92	Pass	73.10	Pass	83.33	Pass
MADD	HsaALTD0003709-2/2	156	0.00	Fail	45.03	Fail	16.67	Fail	6.23	Fail	29.47	Fail	4.47	Fail	25.55	Fail	79.84	Fail	0.00	Fail	30.08	Pass	26.90	Pass	16.67	Pass
MADD	HsaALTD0003710-1/2	0	63.96	Pass	31.67	Pass	67.16	Pass	49.23	Pass	25.00	Pass	44.59	Pass	43.90	Pass	39.66	Pass	36.84	Pass	83.33	Pass	30.59	Pass	32.69	Pass
MADD	HsaALTD0003710-2/2	129	36.04	Pass	68.33	Pass	32.84	Pass	50.77	Pass	75.00	Pass	55.41	Pass	56.10	Pass	60.34	Pass	63.16	Pass	16.67	Pass	69.41	Pass	67.31	Pass
MADD	HsaALTD0003711-1/3	0	33.72	Pass	11.34	Pass	22.48	Pass	16.67	Pass	15.46	Pass	28.72	Pass	13.89	Pass	17.28	Pass	23.40	Pass	28.05	Pass	36.00	Pass	33.33	Pass
MADD	HsaALTD0003711-2/3	9	2.33	Pass	10.31	Pass	26.36	Pass	17.95	Pass	16.49	Pass	20.21	Pass	33.33	Pass	32.10	Pass	8.51	Pass	8.54	Pass	7.00	Pass	12.96	Pass
MADD	HsaALTD0003711-3/3	12	63.95	Pass	78.35	Pass	51.16	Pass	65.38	Pass	68.04	Pass	51.06	Pass	52.78	Pass	50.62	Pass	68.09	Pass	63.41	Pass	57.00	Pass	53.70	Pass
NAA40	HsaALTD0004152-1/2	0	9.09	Pass	0.00	Pass	0.00	Pass	1.41	Pass	6.19	Pass	1.67	Pass	0.00	Pass	1.03	Pass	0.00	Pass	0.00	Pass	5.56	Pass	0.00	Pass
NAA40	HsaALTD0004152-2/2	90	90.91	Pass	100.00	Pass	100.00	Pass	98.59	Pass	93.81	Pass	98.33	Pass	100.00	Pass	98.97	Pass	100.00	Pass	100.00	Pass	94.44	Pass	100.00	Pass
CARS	HsaALTD0001154-1/2	0	100.00	Pass	91.95	Pass	100.00	Pass	100.00	Pass	100.00	Pass	94.44	Pass	100.00	Pass	97.65	Pass	100.00	Fail	95.45	Pass	100.00	Pass	100.00	Pass
CARS	HsaALTD0001154-2/2	283	0.00	Pass	8.05	Pass	0.00	Pass	0.00	Pass	0.00	Pass	5.56	Pass	0.00	Pass	2.35	Pass	0.00	Fail	4.55	Pass	0.00	Pass	0.00	Pass
CARS	HsaALTD0001155-1/2	0	66.88	Pass	75.70	Pass	56.40	Pass	77.21	Pass	56.75	Pass	87.80	Pass	71.22	Pass	54.37	Pass	63.35	Pass	69.31	Pass	75.44	Pass	74.13	Pass
CARS	HsaALTD0001155-2/2	8	33.12	Pass	24.30	Pass	43.60	Pass	22.79	Pass	43.25	Pass	12.20	Pass	28.78	Pass	45.63	Pass	36.65	Pass	30.69	Pass	24.56	Pass	25.87	Pass
CD81	HsaALTD0001282-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CD81	HsaALTD0001282-2/2	21	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CD81	HsaALTD0001283-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CD81	HsaALTD0001283-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CALCA	HsaALTD0001119-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CALCA	HsaALTD0001119-2/2	24	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SOX6	HsaALTD0006143-1/2	0	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
SOX6	HsaALTD0006143-2/2	42	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
PITPNM1	HsaALTD0004789-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	7.08	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
PITPNM1	HsaALTD0004789-2/2	29	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	92.92	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
AIP	HsaALTD0000226-1/2	0	2.14	Pass	2.62	Pass	3.60	Pass	2.88	Pass	3.61	Pass	3.42	Pass	0.00	Pass	1.29	Pass	0.00	Pass	0.88	Pass	2.03	Pass	0.00	Pass
AIP	HsaALTD0000226-2/2	8	97.86	Pass	97.38	Pass	96.40	Pass	97.12	Pass	96.39	Pass	96.58	Pass	100.00	Pass	98.71	Pass	100.00	Pass	99.12	Pass	97.97	Pass	100.00	Pass
NUP98	HsaALTD0004460-1/2	0	69.88	Pass	79.22	Pass	69.90	Pass	79.14	Pass	75.31	Pass	89.16	Pass	78.26	Pass	80.77	Pass	42.86	Fail	85.96	Pass	75.54	Pass	73.85	Pass
NUP98	HsaALTD0004460-2/2	51	30.12	Pass	20.78	Pass	30.10	Pass	20.86	Pass	24.69	Pass	10.84	Pass	21.74	Pass	19.23	Pass	57.14	Fail	14.04	Pass	24.46	Pass	26.15	Pass
NUP98	HsaALTD0004461-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.61	Pass	0.00	Pass	0.00	Pass	0.00	Pass	6.00	Pass	2.08	Pass	0.94	Pass
NUP98	HsaALTD0004461-2/2	111	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.39	Pass	100.00	Pass	100.00	Pass	100.00	Pass	94.00	Pass	97.92	Pass	99.06	Pass
NDUFS8	HsaALTD0004258-1/3	0	92.54	Pass	100.00	Pass	100.00	Pass	98.73	Pass	97.35	Pass	100.00	Pass	98.77	Pass	98.18	Pass	100.00	Pass	100.00	Pass	85.33	Pass	97.01	Pass
NDUFS8	HsaALTD0004258-2/3	228	7.46	Pass	0.00	Pass	0.00	Pass	1.27	Pass	2.65	Pass	0.00	Pass	0.00	Pass	1.82	Pass	0.00	Pass	0.00	Pass	14.67	Pass	2.99	Pass
NDUFS8	HsaALTD0004258-3/3	417	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.23	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TCIRG1	HsaALTD0006440-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.93	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TCIRG1	HsaALTD0006440-2/2	2	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.07	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TCIRG1	HsaALTD0006441-1/2	0	0.00	Pass	0.00	Pass	8.89	Pass	0.00	Pass	1.54	Pass	4.26	Pass	11.11	Pass	0.00	Pass	16.33	Pass	0.00	Pass	3.90	Pass	2.27	Pass
TCIRG1	HsaALTD0006441-2/2	42	100.00	Pass	100.00	Pass	91.11	Pass	100.00	Pass	98.46	Pass	95.74	Pass	88.89	Pass	100.00	Pass	83.67	Pass	100.00	Pass	96.10	Pass	97.73	Pass
HPS5	HsaALTD0003113-1/2	0	0.00	Fail	25.00	Fail	0.00	Fail	10.81	Fail	10.70	Fail	29.31	Fail	18.50	Fail	24.00	Fail	0.00	Fail	15.79	Fail	14.52	Pass	44.30	Fail
HPS5	HsaALTD0003113-2/2	187	100.00	Fail	75.00	Fail	100.00	Fail	89.19	Fail	89.30	Fail	70.69	Fail	81.50	Fail	76.00	Fail	100.00	Fail	84.21	Fail	85.48	Pass	55.70	Fail
VWF	HsaALTD0007158-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
VWF	HsaALTD0007158-2/2	30	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
PPFIBP1	HsaALTD0004971-1/2	0	72.73	Fail	19.05	Fail	70.18	Fail	71.87	Pass	32.00	Pass	25.04	Pass	21.19	Fail	65.31	Fail	NA	Fail	34.97	Pass	75.83	Pass	0.00	Fail
PPFIBP1	HsaALTD0004971-2/2	9	27.27	Fail	80.95	Fail	29.82	Fail	28.13	Pass	68.00	Pass	74.96	Pass	78.81	Fail	34.69	Fail	NA	Fail	65.03	Pass	24.17	Pass	100.00	Fail
PRDM4	HsaALTD0005033-1/2	0	0.00	Pass	1.67	Pass	4.17	Pass	0.00	Pass	9.52	Pass	0.00	Pass	3.85	Pass	4.92	Pass	0.00	Fail	1.96	Pass	0.00	Pass	17.95	Pass
PRDM4	HsaALTD0005033-2/2	232	100.00	Pass	98.33	Pass	95.83	Pass	100.00	Pass	90.48	Pass	100.00	Pass	96.15	Pass	95.08	Pass	100.00	Fail	98.04	Pass	100.00	Pass	82.05	Pass
CORO1C	HsaALTD0001606-1/4	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CORO1C	HsaALTD0001606-2/4	3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CORO1C	HsaALTD0001606-3/4	7	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CORO1C	HsaALTD0001606-4/4	31	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CORO1C	HsaALTD0001607-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.55	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
CORO1C	HsaALTD0001607-2/3	40	0.00	Pass	0.00	Pass	0.00	Pass	2.08	Pass	0.00	Pass	0.00	Pass	0.78	Pass	0.00	Pass	0.00	Fail	0.00	Pass	3.25	Pass	0.00	Pass
CORO1C	HsaALTD0001607-3/3	167	100.00	Pass	100.00	Pass	100.00	Pass	97.92	Pass	100.00	Pass	100.00	Pass	97.67	Pass	100.00	Pass	100.00	Fail	100.00	Pass	96.75	Pass	100.00	Pass
CORO1C	HsaALTD0001608-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
CORO1C	HsaALTD0001608-2/2	42	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ACCN2	HsaALTD0000106-1/2	0	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
ACCN2	HsaALTD0000106-2/2	138	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
CAPRIN2	HsaALTD0001150-1/2	0	77.95	Fail	94.75	Pass	100.00	Fail	66.04	Fail	67.96	Fail	100.00	Fail	63.87	Fail	100.00	Pass	100.00	Fail	100.00	Fail	80.92	Fail	100.00	Fail
CAPRIN2	HsaALTD0001150-2/2	16	22.05	Fail	5.25	Pass	0.00	Fail	33.96	Fail	32.04	Fail	0.00	Fail	36.13	Fail	0.00	Pass	0.00	Fail	0.00	Fail	19.08	Fail	0.00	Fail
CAPRIN2	HsaALTD0001151-1/2	0	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	NA	Fail	100.00	Pass	100.00	Pass	100.00	Fail
CAPRIN2	HsaALTD0001151-2/2	4	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	NA	Fail	0.00	Pass	0.00	Pass	0.00	Fail
SLC11A2	HsaALTD0005941-1/3	0	0.00	Fail	0.00	Fail	100.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
SLC11A2	HsaALTD0005941-2/3	53	100.00	Fail	100.00	Fail	0.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail
SLC11A2	HsaALTD0005941-3/3	57	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail
RSRC2	HsaALTD0005629-1/2	0	0.00	Fail	7.10	Pass	6.25	Pass	0.00	Fail	5.67	Pass	0.00	Pass	28.57	Fail	0.00	Pass	3.03	Pass	23.08	Pass	0.00	Pass	8.16	Pass
RSRC2	HsaALTD0005629-2/2	2	100.00	Fail	92.90	Pass	93.75	Pass	100.00	Fail	94.33	Pass	100.00	Pass	71.43	Fail	100.00	Pass	96.97	Pass	76.92	Pass	100.00	Pass	91.84	Pass
TENC1	HsaALTD0006461-1/2	0	0.00	Pass	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TENC1	HsaALTD0006461-2/2	6	100.00	Pass	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ELK3	HsaALTD0002197-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
ELK3	HsaALTD0002197-2/2	451	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ITFG2	HsaALTD0003324-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ITFG2	HsaALTD0003324-2/3	10	0.00	Pass	0.00	Pass	0.00	Pass	6.06	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.27	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ITFG2	HsaALTD0003324-3/3	52	100.00	Pass	100.00	Pass	100.00	Pass	93.94	Pass	100.00	Pass	100.00	Pass	100.00	Pass	98.73	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
FOXM1	HsaALTD0002639-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FOXM1	HsaALTD0002639-2/2	6	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RAD51AP1	HsaALTD0005257-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	90.67	Pass	98.72	Pass	100.00	Pass	97.65	Pass	100.00	Fail	98.67	Pass	96.92	Pass	100.00	Pass
RAD51AP1	HsaALTD0005257-2/2	48	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	9.33	Pass	1.28	Pass	0.00	Pass	2.35	Pass	0.00	Fail	1.33	Pass	3.08	Pass	0.00	Pass
ACAD10	HsaALTD0000094-1/2	0	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	0.00	Fail	NA	Fail	40.00	Fail	4.86	Fail	49.25	Fail
ACAD10	HsaALTD0000094-2/2	12	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	100.00	Fail	NA	Fail	60.00	Fail	95.14	Fail	50.75	Fail
NAA25	HsaALTD0004150-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	NA	Fail	0.00	Fail	0.00	Pass	0.00	Pass
NAA25	HsaALTD0004150-2/2	7	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	NA	Fail	100.00	Fail	100.00	Pass	100.00	Pass
GSG1	HsaALTD0002907-1/2	0	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
